movie_title,year_released,critic_rating,audience_rating,genres
I Am Wrath,2016,11,33,Mystery & Suspense
I Can Do Bad All By Myself,2009,61,81,Comedy
I Can Only Imagine,2018,63,91,"Drama, Kids & Family"
I Can See You,2008,100,44,Horror
I Capture the Castle,2003,79,76,"Art House & International, Comedy, Drama, Romance"
I Confess,1952,83,76,"Classics, Drama"
"I, Daniel Blake",2017,92,85,"Art House & International, Drama"
I Declare War,2013,73,53,"Action & Adventure, Comedy, Drama"
I Do,2013,17,55,"Drama, Romance"
I don't feel at home in this world anymore.,2017,89,76,"Drama, Mystery & Suspense"
I Don't Know How She Does It,2011,17,32,Comedy
De eso no se habla (I Don't Want to Talk About It),1993,80,83,"Art House & International, Comedy, Drama"
I Dreamed of Africa,2000,10,56,Drama
I Feel Pretty,2018,35,35,Comedy
"I, Frankenstein",2014,5,38,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
I Give It a Year,2013,51,38,"Art House & International, Comedy, Romance"
I Got The Hook-Up,1998,17,64,"Comedy, Drama, Mystery & Suspense"
I Hate Kids,2019,22,82,Comedy
I Hate Valentine's Day,2009,19,28,"Comedy, Romance"
I Have Never Forgotten You: The Life And Legacy Of Simon Wiesenthal,2007,80,87,Documentary
I Heart Huckabees,2004,63,75,"Comedy, Drama"
I Hope They Serve Beer in Hell,2009,20,42,Comedy
The I Inside,2005,43,43,"Action & Adventure, Drama, Mystery & Suspense"
I Kill Giants,2018,77,75,"Drama, Science Fiction & Fantasy"
I Killed My Mother,2013,83,81,"Art House & International, Drama"
I Know What You Did Last Summer,1997,43,40,Horror
I Know Where I'm Going!,1947,100,82,"Classics, Comedy, Drama, Romance"
I Know Who Killed Me,2007,9,26,"Drama, Mystery & Suspense"
I Like It Like That,1994,80,91,"Art House & International, Comedy, Drama, Romance"
I Lost My Body,2019,96,84,"Animation, Drama, Science Fiction & Fantasy"
I Love Trouble,1994,22,33,"Action & Adventure, Comedy, Mystery & Suspense, Romance"
I Love You Again,1940,100,82,"Classics, Comedy, Drama"
"I Love You, Alice B. Toklas",1968,14,56,"Classics, Comedy, Romance"
"I Love You, I Love You Not",1997,40,40,Drama
"I Love You, Man",2009,83,74,"Comedy, Drama"
I Love You Phillip Morris,2010,71,61,"Comedy, Drama"
I Love You to Death,1990,56,63,"Comedy, Drama, Mystery & Suspense"
I Married a Monster from Outer Space,1958,86,57,"Classics, Science Fiction & Fantasy"
I Married a Strange Person,1998,73,88,"Animation, Comedy, Drama"
I Married a Witch,1942,95,69,"Comedy, Horror, Science Fiction & Fantasy"
I Melt with You,2011,16,43,"Drama, Mystery & Suspense"
I Now Pronounce You Chuck & Larry,2007,15,69,Comedy
I.O.U.S.A.,2008,88,86,"Documentary, Special Interest"
I Origins,2014,52,69,"Drama, Science Fiction & Fantasy"
"I, Pastafari: A Flying Spaghetti Monster Story",2020,75,85,Documentary
I Remember Mama,1948,100,83,"Classics, Drama"
I Remember Me,2001,83,80,"Documentary, Special Interest, Sports & Fitness"
I Remember You (Eg Man Big),2017,86,54,"Drama, Horror"
"I, Robot",2004,56,70,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
I Saw the Light,2016,18,36,"Drama, Musical & Performing Arts"
I See You,2019,78,75,"Horror, Mystery & Suspense"
I Served the King of England,2008,80,81,"Art House & International, Comedy, Drama, Romance"
I Smile Back,2015,50,43,Drama
I Spit on Your Grave (Day of the Woman),1978,51,40,"Art House & International, Drama, Horror, Mystery & Suspense"
I Spit on Your Grave 2,2013,0,30,"Horror, Mystery & Suspense"
I Spit On Your Grave,2010,32,47,Horror
I Spy,2002,16,33,"Action & Adventure, Comedy, Mystery & Suspense"
I Still Believe,2020,51,98,Drama
I Still Know What You Did Last Summer,1998,7,29,Horror
I Still See You,2018,8,55,"Mystery & Suspense, Science Fiction & Fantasy"
I Think I Love My Wife,2007,19,41,Comedy
"I, Tonya",2018,89,88,Drama
I Trapped The Devil,2019,75,40,Horror
I Used To Be Darker,2013,81,43,Drama
I Vitelloni,1953,100,90,"Art House & International, Comedy, Drama"
I Walked With a Zombie,1943,93,73,"Drama, Horror, Romance"
I Want to Live!,1958,93,83,"Classics, Drama"
I Want Your Money,2010,13,68,"Documentary, Special Interest"
I Was a Male War Bride,1949,76,72,"Classics, Comedy, Romance"
I Was a Teenage Zombie,1987,20,34,"Comedy, Horror"
I Went Down,1998,84,87,"Comedy, Drama"
I Will Follow,2011,82,66,Drama
I Will Follow You Into The Dark,2013,20,21,"Drama, Horror, Mystery & Suspense, Romance"
I Wish,2012,93,84,"Art House & International, Drama"
Ibiza,2018,67,39,"Comedy, Romance"
iBoy,2017,69,39,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
Icarus,2017,94,94,Documentary
Ice Age,2002,77,82,"Animation, Comedy, Kids & Family"
Ice Age 2: The Meltdown,2006,56,71,"Action & Adventure, Animation, Comedy, Documentary, Kids & Family"
Ice Age: Collision Course,2016,18,39,"Animation, Kids & Family"
Ice Age: Continental Drift,2012,37,62,"Action & Adventure, Animation, Comedy, Kids & Family"
Ice Castles,1978,44,69,"Drama, Romance"
Ice From the Sun,1999,33,34,"Horror, Science Fiction & Fantasy"
The Ice Harvest,2005,47,43,"Action & Adventure, Comedy, Mystery & Suspense"
Ice on Fire,2019,90,75,Documentary
The Ice Pirates,1984,9,49,"Action & Adventure, Comedy, Science Fiction & Fantasy"
Ice Princess,2005,52,58,"Comedy, Drama, Kids & Family"
Ice Station Zebra,1968,47,58,"Action & Adventure, Classics, Drama, Mystery & Suspense"
The Ice Storm,1997,85,82,Drama
Iceberg Slim: Portrait Of A Pimp,2013,64,64,"Documentary, Special Interest"
Ichi the Killer (Koroshiya 1),2001,65,82,"Action & Adventure, Art House & International, Comedy, Drama, Horror"
Ida,2014,96,79,Drama
Identity,2003,62,75,"Horror, Mystery & Suspense"
Identity Thief,2013,19,53,Comedy
Idiocracy,2006,76,60,"Action & Adventure, Comedy, Science Fiction & Fantasy"
Idiots and Angels,2010,93,76,"Animation, Comedy, Drama"
Idiot's Delight,1939,40,45,"Comedy, Drama, Musical & Performing Arts"
Idle Hands,1999,15,58,"Comedy, Horror"
Idlewild,2006,47,66,"Drama, Musical & Performing Arts"
If....,1968,91,87,Drama
If a Tree Falls: A Story of the Earth Liberation Front,2011,88,75,"Documentary, Special Interest"
If I Stay,2014,35,61,Drama
"If I Want To Whistle, I Whistle",2011,68,55,"Art House & International, Drama"
If I Were You,2012,13,51,Drama
If Lucy Fell,1996,18,52,"Comedy, Drama, Romance"
If the Dancer Dances,2019,93,93,"Documentary, Musical & Performing Arts"
If You Build It,2014,78,88,"Documentary, Special Interest"
"If You Don't, I Will",2014,72,36,Comedy
Igby Goes Down,2002,76,80,"Comedy, Drama, Romance"
Ikiru,1956,98,97,"Art House & International, Drama"
Il Divo,2009,92,80,"Art House & International, Drama"
Il Futuro,2013,80,50,Drama
I'll Always Know What You Did Last Summer,2006,0,21,"Horror, Mystery & Suspense"
I'll Be There,2003,50,56,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance"
I'll Do Anything,1994,61,42,Comedy
I'll Follow You Down,2014,33,35,"Drama, Mystery & Suspense, Science Fiction & Fantasy"
I'll See You in My Dreams,2015,93,68,"Comedy, Drama, Romance"
I'll Sleep When I'm Dead,2004,44,35,"Drama, Mystery & Suspense"
I'll Take Your Dead,2019,67,50,Horror
Illegal,2011,70,60,Drama
Illegal Tender,2007,15,67,"Drama, Mystery & Suspense"
Illtown,1997,50,54,Drama
Illuminata,1999,40,67,"Comedy, Drama, Romance"
The Illusionist,2006,74,83,"Drama, Science Fiction & Fantasy, Romance"
The Illustrated Man,1969,43,39,"Classics, Science Fiction & Fantasy"
Ilo Ilo,2014,100,78,Drama
Happily Ever After,2005,57,71,"Art House & International, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy"
I'm All Right Jack,1960,88,77,"Art House & International, Comedy"
I'm Dancing as Fast as I Can,1982,33,50,Drama
I'm Gonna Git You Sucka,1988,64,70,Comedy
I'm In Love With A Church Girl,2013,11,63,Drama
I'm Losing You,1999,40,27,Drama
I'm Not Ashamed,2016,20,82,Drama
I'm Not Rappaport,1996,38,60,Comedy
I'm Not There,2007,77,69,Drama
I'm So Excited!,2013,49,37,Comedy
I'm Still Here,2010,53,38,"Documentary, Musical & Performing Arts, Special Interest, Television"
I'm Through with White Girls (The Inevitable Undoing of Jay Brooks),2007,60,63,"Comedy, Kids & Family, Romance"
Images,1972,71,71,"Classics, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy"
Imaginary Crimes,1994,60,63,Drama
Imagine: John Lennon,1988,92,91,"Documentary, Musical & Performing Arts"
Imagine Me & You,2006,34,74,"Comedy, Romance"
Imagining Argentina,2004,31,71,"Art House & International, Drama"
Africa: The Serengeti,1994,100,70,"Documentary, Special Interest"
Cirque du Soleil: Journey of Man,2000,45,70,"Documentary, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Special Interest"
Imitation Girl,2018,89,44,"Drama, Science Fiction & Fantasy"
Immediate Family,1989,50,55,Drama
Immigration Tango,2011,7,18,Comedy
Immortal Beloved,1994,55,86,"Drama, Romance"
Immortality,2000,47,53,"Art House & International, Drama, Horror, Mystery & Suspense"
Immortals,2011,46,48,"Action & Adventure, Classics"
Imperium,2016,85,64,"Drama, Mystery & Suspense"
The Importance of Being Earnest,2002,57,72,"Comedy, Drama, Romance"
Impossible Monsters,2020,50,93,Mystery & Suspense
Impostor,2002,24,41,"Action & Adventure, Science Fiction & Fantasy"
Impractical Jokers: The Movie,2020,35,76,Comedy
Impromptu,1991,76,72,"Comedy, Romance"
In the Name of the King: A Dungeon Siege Tale,2006,4,23,"Action & Adventure, Classics, Science Fiction & Fantasy"
In A Better World,2011,78,86,"Art House & International, Drama"
In a Lonely Place,1950,98,90,"Classics, Drama, Mystery & Suspense, Romance"
In a Relationship,2018,60,45,"Comedy, Drama"
In a Valley of Violence,2016,77,51,"Action & Adventure, Western"
In a World...,2013,92,71,"Comedy, Drama"
In America,2003,89,91,"Comedy, Drama"
In & Out,1997,71,52,Comedy
In Another Country,2013,82,48,Drama
In Between Days,2007,86,55,"Art House & International, Documentary, Drama, Special Interest"
In Bruges,2008,84,87,"Comedy, Drama"
In Country,1989,68,37,Drama
In Darkness,2012,88,80,Drama
In Darkness,2018,47,35,Mystery & Suspense
In Dreams,1999,24,40,"Horror, Mystery & Suspense"
In Dubious Battle,2017,30,38,Drama
In Fabric,2019,92,47,"Comedy, Horror"
In Fear,2014,81,41,Mystery & Suspense
In God's Hands,1998,0,79,"Action & Adventure, Drama"
In Good Company,2004,83,54,"Comedy, Drama"
In Harm's Way,1965,38,81,"Action & Adventure, Classics, Drama"
In Her Shoes,2005,75,66,"Comedy, Drama"
In Like Flint,1967,67,51,"Action & Adventure, Classics, Comedy, Mystery & Suspense"
In My Country,2005,23,57,"Art House & International, Drama, Romance"
In My Father's House,2015,92,41,Documentary
In My Sleep,2010,13,33,"Drama, Horror, Mystery & Suspense"
In Old Arizona,1928,56,38,"Action & Adventure, Classics, Western, Romance"
In Old Chicago,1937,67,52,"Classics, Drama, Mystery & Suspense"
In Our Nature,2012,47,36,Drama
In Search of Beethoven,2009,93,79,"Documentary, Musical & Performing Arts"
In Search of Greatness,2018,92,83,Documentary
In Search of Memory (Auf der Suche nach dem Gedächtnis),2009,89,71,"Art House & International, Documentary"
In Search of Mozart,2007,81,65,"Documentary, Musical & Performing Arts"
In Secret,2014,41,34,"Drama, Mystery & Suspense"
In the Aisles (In den Gängen),2019,90,69,Drama
In the Army Now,1994,6,44,"Action & Adventure, Comedy"
In the Bedroom,2001,93,81,"Art House & International, Drama"
In the Blood,2014,37,38,"Action & Adventure, Mystery & Suspense"
In the Company of Men,1997,89,80,"Art House & International, Comedy, Drama"
In The Courtyard,2015,71,47,"Comedy, Drama"
In the Cut,2003,32,34,"Drama, Mystery & Suspense"
In the Electric Mist,2009,58,34,"Drama, Mystery & Suspense"
In the Fade (Aus dem Nichts),2017,77,71,"Art House & International, Drama"
In the Family,2012,97,75,Drama
In the Good Old Summertime,1949,64,80,"Classics, Comedy, Drama, Musical & Performing Arts, Romance"
In the Heart of the Sea,2015,43,53,"Action & Adventure, Drama"
In the Heat of the Night,1967,95,92,"Classics, Drama, Mystery & Suspense"
In the Intense Now (No Intenso Agora),2018,83,40,Documentary
In the Land of Blood and Honey,2011,57,47,"Drama, Romance"
In the Land of Women,2007,44,52,"Comedy, Drama"
In the Line of Fire,1993,96,79,"Action & Adventure, Mystery & Suspense"
In the Loop,2009,94,82,"Art House & International, Comedy"
In the Mirror of Maya Deren,2003,95,88,"Art House & International, Documentary, Television"
In the Mix,2005,13,50,Comedy
In the Mouth of Madness,1995,59,73,Horror
In the Name of My Daughter,2015,52,43,"Art House & International, Drama"
In the Name of the Father,1993,94,95,Drama
In the Pit,2007,73,69,"Art House & International, Documentary, Drama, Special Interest"
In the Realm of the Senses,1976,86,65,"Art House & International, Drama, Romance"
In the Shadow of the Moon,2007,95,91,Documentary
In the Valley of Elah,2007,74,77,Drama
In Their Skin,2012,45,16,Mystery & Suspense
In Time,2011,37,51,"Mystery & Suspense, Science Fiction & Fantasy"
In un altro paese,2005,77,89,"Documentary, Special Interest"
In Which We Serve,1942,89,76,"Classics, Drama"
InAPPropriate Comedy,2013,0,23,Comedy
Inbred,2011,25,29,"Art House & International, Horror"
Incarnate,2016,17,23,"Drama, Horror, Science Fiction & Fantasy"
Incendiary,2009,20,34,"Drama, Mystery & Suspense, Romance"
Incendies,2011,93,92,Drama
Inception,2010,87,91,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
Inch'Allah,2013,53,62,Drama
Incident at Oglala,1992,100,84,"Documentary, Special Interest"
Incident at Loch Ness,2004,63,66,"Comedy, Documentary, Drama, Special Interest"
Incident In a Ghost Land (Ghostland),2018,56,56,"Art House & International, Horror"
Incognito,1998,33,61,"Action & Adventure, Drama, Mystery & Suspense"
Inconceivable,2017,31,62,Mystery & Suspense
An Inconvenient Truth,2006,93,79,"Documentary, Special Interest"
The Incredible Hulk Returns,1988,50,40,"Action & Adventure, Drama, Science Fiction & Fantasy, Television"
The Incredible Journey,1963,89,76,"Action & Adventure, Classics, Kids & Family"
The Incredible Shrinking Man,1957,92,82,"Horror, Science Fiction & Fantasy"
The Incredibles,2004,97,75,"Animation, Comedy, Kids & Family"
Incredibles 2,2018,93,84,"Action & Adventure, Animation, Kids & Family"
Indecent Proposal,1993,35,47,Drama
Independence Day: Resurgence,2016,30,30,"Action & Adventure, Drama, Science Fiction & Fantasy"
India - Kingdom of the Tiger,2002,80,64,"Documentary, Special Interest"
The Indian in the Cupboard,1995,73,40,"Drama, Kids & Family, Science Fiction & Fantasy"
Indiana Jones and the Kingdom of the Crystal Skull,2008,78,54,Action & Adventure
Indiana Jones and the Last Crusade,1989,88,94,Action & Adventure
Indiana Jones and the Temple of Doom,1984,84,81,Action & Adventure
Indie Game: The Movie,2012,94,91,"Documentary, Special Interest"
Indignation,2016,81,74,Drama
Indigo Children,2014,20,65,Drama
Indiscretion of an American Wife (Stazione Termini),1953,38,39,"Art House & International, Classics, Drama, Romance"
Indivisible,2018,74,86,Drama
Indochine,1992,72,84,"Art House & International, Classics, Drama, Romance"
Inequality For All,2013,90,88,"Documentary, Special Interest"
Inescapable,2013,17,26,Drama
Infamous,2006,74,69,Drama
Infamous,2020,21,51,"Action & Adventure, Mystery & Suspense"
Clandestine Childhood,2013,40,69,"Drama, Romance"
Infernal Affairs (Mou gaan dou),2002,94,95,"Art House & International, Drama, Mystery & Suspense"
Infernal Affairs II,2003,75,83,"Action & Adventure, Art House & International, Drama, Mystery & Suspense"
Inferno,1980,64,59,"Horror, Mystery & Suspense"
Inferno,2016,23,36,"Action & Adventure, Drama, Mystery & Suspense"
Infini,2015,31,34,"Drama, Science Fiction & Fantasy"
Infinitely Polar Bear,2015,82,71,"Comedy, Drama"
Informant,2013,89,62,"Documentary, Special Interest"
Infra-Man (Zhong guo chao ren),2001,100,75,"Action & Adventure, Art House & International, Science Fiction & Fantasy"
Inglourious Basterds,2009,89,88,"Action & Adventure, Drama"
Ingrid Goes West,2017,86,71,Comedy
Inhale,2010,38,46,"Drama, Mystery & Suspense"
Inherent Vice,2015,74,52,"Drama, Mystery & Suspense"
Inherit the Viper,2020,45,50,Mystery & Suspense
Initial D,2005,33,72,"Action & Adventure, Art House & International, Drama, Mystery & Suspense, Television"
Inkheart,2009,39,45,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
The Inkwell,1994,25,83,"Comedy, Drama"
The In-Laws,2003,33,40,"Comedy, Mystery & Suspense"
The Inn of the Sixth Happiness,1958,100,84,"Classics, Drama"
Inner Demons,2014,64,33,Horror
Innerspace,1987,82,65,"Action & Adventure, Comedy, Science Fiction & Fantasy"
Innocence,2014,19,33,Action & Adventure
Innocent Blood,1992,39,44,"Action & Adventure, Comedy, Horror, Romance"
An Innocent Man,1989,38,47,"Action & Adventure, Drama, Mystery & Suspense"
Inserts,1975,64,56,"Classics, Comedy, Drama, Mystery & Suspense"
Insiang,1976,100,96,"Art House & International, Drama"
Inside (À l'intérieur),2007,85,75,"Art House & International, Horror, Mystery & Suspense"
Inside,2018,32,22,"Horror, Mystery & Suspense"
Inside Daisy Clover,1966,33,52,"Classics, Drama"
Inside Deep Throat,2005,82,67,"Documentary, Television"
Inside Game,2019,38,73,Drama
Inside Job,2010,98,91,"Documentary, Special Interest"
Inside Llewyn Davis,2013,92,74,Drama
Inside Man,2006,86,85,"Action & Adventure, Drama, Mystery & Suspense"
Inside Out,2015,98,89,"Animation, Kids & Family"
Inside Out,2011,25,22,"Drama, Sports & Fitness"
Inside the Rain,2020,86,71,"Comedy, Drama, Romance"
The Insider,1999,96,90,Drama
Insidious,2011,66,62,Horror
Insidious: Chapter 2,2013,39,57,"Horror, Mystery & Suspense"
Insidious: Chapter 3,2015,57,51,Horror
Insidious: The Last Key,2018,33,51,Horror
Insomnia,1998,97,77,"Art House & International, Mystery & Suspense"
Inspector Gadget,1999,21,18,"Action & Adventure, Comedy, Kids & Family"
Inspector Gadget 2,2003,40,21,"Comedy, Kids & Family"
The Inspector General,1949,90,80,"Classics, Comedy, Musical & Performing Arts"
Instant Family,2018,80,82,Comedy
Mesrine: Killer Instinct (Mesrine: L'instinct de mort),2010,82,84,"Action & Adventure, Art House & International, Drama"
Insurgent,2015,28,58,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance"
Intacto,2002,72,82,"Art House & International, Drama, Mystery & Suspense"
Interiors,1978,79,79,Drama
Intermission,2003,73,75,"Comedy, Drama, Mystery & Suspense"
Intern,2000,38,28,Comedy
Internal Affairs,1990,88,59,"Drama, Mystery & Suspense"
The International,2009,58,37,"Drama, Mystery & Suspense"
International Falls,2020,100,77,Comedy
The Interpreter,2005,57,54,"Action & Adventure, Drama, Mystery & Suspense"
Intersection,1994,9,40,"Drama, Romance"
Interstellar,2014,72,86,"Action & Adventure, Science Fiction & Fantasy"
Interview with the Assassin,2002,66,56,"Drama, Horror, Mystery & Suspense"
Interview with the Vampire,1994,63,86,"Horror, Science Fiction & Fantasy, Romance"
Intimate Enemies,2007,57,65,"Art House & International, Drama, Special Interest"
Historias mínimas (Intimate Stories),2005,88,85,"Comedy, Drama"
Intimate Strangers,2003,86,69,"Art House & International, Comedy, Drama, Mystery & Suspense"
Into Great Silence,2007,88,80,"Documentary, Faith & Spirituality"
Into Temptation,2009,80,71,Drama
Into The Abyss,2011,92,76,"Documentary, Special Interest"
Into The Arms Of Strangers: Stories Of The Kindertransport,2000,91,87,"Documentary, Special Interest"
Into the Ashes,2019,26,31,"Action & Adventure, Mystery & Suspense"
Into the Blue,2005,21,57,"Action & Adventure, Mystery & Suspense"
Into the Blue 2: The Reef,2009,17,18,"Action & Adventure, Mystery & Suspense"
Into The Forest,2016,76,43,"Art House & International, Drama, Science Fiction & Fantasy"
Into the Inferno,2016,92,73,Documentary
Into the Night,1985,38,49,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense"
Into The Storm,2014,21,42,Mystery & Suspense
Into the White,2013,45,67,"Action & Adventure, Art House & International, Drama, Special Interest"
Into the Wild,2007,83,89,"Action & Adventure, Drama"
Into the Woods,2014,71,49,"Kids & Family, Musical & Performing Arts"
Intolerable Cruelty,2003,75,48,"Comedy, Romance"
Intrigo: Death of an Author,2020,10,50,"Drama, Mystery & Suspense"
Introducing the Dwights,2007,52,50,"Comedy, Drama"
Intruder,2016,23,25,Horror
Intruders,2012,32,23,"Horror, Mystery & Suspense"
Intruders,2016,48,31,"Drama, Horror"
The Invasion,2007,19,40,"Horror, Mystery & Suspense"
Invasion of the Bee Girls,1973,50,33,"Comedy, Cult Movies, Horror, Mystery & Suspense, Science Fiction & Fantasy"
Inventing the Abbotts,1997,31,52,"Drama, Romance"
The Invention of Lying,2009,56,39,Comedy
Investigation of a Citizen Above Suspicion,1970,100,95,"Art House & International, Drama"
Invictus,2009,77,75,"Drama, Sports & Fitness"
Invincible,2006,72,73,"Drama, Sports & Fitness"
The Invisible Circus,2001,22,44,"Drama, Mystery & Suspense"
Io sono Li (Shun Li and the Poet),2013,95,79,Drama
Ip Man,2010,85,93,"Action & Adventure, Drama"
Ip Man 2: Legend of the Grandmaster,2011,96,84,"Action & Adventure, Art House & International, Drama, Sports & Fitness"
Ip Man 3,2016,76,72,"Action & Adventure, Art House & International, Drama"
Ip Man 4: The Finale,2019,87,95,"Action & Adventure, Drama"
Ip Man: The Final Fight,2013,67,55,Action & Adventure
I.Q.,1994,44,47,"Comedy, Romance"
Ira and Abby,2006,68,62,"Comedy, Romance"
Iraq for Sale: The War Profiteers,2006,100,85,"Documentary, Special Interest"
Iraq in Fragments,2006,91,79,"Documentary, Special Interest"
Irene in Time,2009,29,48,"Comedy, Drama, Romance"
Iris,2015,98,80,Documentary
Irma La Douce,1963,75,79,"Classics, Comedy, Romance"
Iron Eagle,1986,20,56,Action & Adventure
The Iron Giant,1999,96,90,"Animation, Kids & Family, Science Fiction & Fantasy"
Iron Island,2006,97,85,"Art House & International, Drama"
Iron Man,2008,94,91,"Action & Adventure, Science Fiction & Fantasy"
Iron Man 2,2010,72,71,"Action & Adventure, Science Fiction & Fantasy"
Iron Man 3,2013,79,78,"Action & Adventure, Science Fiction & Fantasy"
The Iron Mask,1929,100,77,"Action & Adventure, Classics, Drama, Romance"
Iron Sky,2012,40,37,"Action & Adventure, Comedy, Science Fiction & Fantasy"
Iron Sky: The Coming Race,2019,29,31,"Action & Adventure, Comedy, Science Fiction & Fantasy"
Ironclad,2011,42,41,Action & Adventure
Ironclad: Battle for Blood,2014,17,9,"Action & Adventure, Art House & International"
Ironweed,1987,58,59,"Art House & International, Drama"
Irrational Man,2015,47,46,Drama
Irreplaceable You,2018,32,59,"Comedy, Drama, Romance"
Irresistible,2020,40,66,"Comedy, Drama"
Irréversible,2002,57,80,"Art House & International, Drama"
Is Paris Burning? (Paris brûle-t-il?),1966,71,72,"Art House & International, Classics, Drama"
Is That a Gun in Your Pocket?,2016,0,92,Comedy
Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,2013,92,68,"Animation, Documentary, Special Interest"
Is Anybody There?,2009,65,55,"Comedy, Drama"
Isabelle,2019,8,27,"Horror, Mystery & Suspense"
Ishtar,1987,37,39,"Action & Adventure, Comedy"
Island Of Lemurs: Madagascar,2014,81,65,"Animation, Documentary, Kids & Family"
Isle of Dogs,2018,90,87,"Action & Adventure, Animation, Comedy"
Isle of the Dead,1945,88,51,"Drama, Horror, Musical & Performing Arts, Mystery & Suspense"
Ismael's Ghosts (Les fantômes d'Ismaël),2018,50,23,Drama
Isn't It Romantic,2019,70,47,"Comedy, Romance"
Isn't She Great,2000,25,38,"Comedy, Drama"
Isolation,2006,64,35,Horror
It Came from Outer Space,1953,79,54,"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy"
I.T.,2016,9,25,"Art House & International, Drama, Mystery & Suspense"
It,2017,85,84,"Drama, Horror, Mystery & Suspense"
It Came from Beneath the Sea,1955,56,39,"Classics, Horror, Science Fiction & Fantasy"
It Came from Kuchar,2010,89,76,"Comedy, Documentary, Television"
It Chapter Two,2019,63,78,Horror
It Comes At Night,2017,87,44,"Drama, Horror"
It Felt Like Love,2014,84,43,Drama
It Follows,2015,95,66,Horror
It Had to Be You,2016,60,41,"Comedy, Musical & Performing Arts, Romance"
It Happened at the World's Fair,1963,17,59,"Action & Adventure, Classics, Musical & Performing Arts"
It Happened in Brooklyn,1947,83,44,"Classics, Comedy, Musical & Performing Arts"
It Happened in L.A.,2017,69,69,Romance
It Happened One Night,1934,98,93,"Classics, Comedy, Romance"
It Might Get Loud,2009,79,85,"Documentary, Musical & Performing Arts"
It Runs in the Family,2003,29,28,"Comedy, Drama"
It Should Happen to You,1954,100,76,"Classics, Comedy, Romance"
It Stains the Sands Red,2017,67,38,Horror
It Started in Naples,1960,0,56,"Classics, Comedy, Drama"
It! The Terror From Beyond Space,1958,69,45,"Classics, Horror, Science Fiction & Fantasy"
The Italian,2007,91,70,"Art House & International, Drama"
Italian for Beginners,2001,88,79,"Art House & International, Comedy, Drama, Romance"
The Italian Job,2003,73,80,"Action & Adventure, Drama"
Ithaca,2016,22,31,Drama
It's Kind of a Funny Story,2010,57,66,"Comedy, Drama"
It's Pat,1994,0,28,Comedy
It's a Disaster,2013,79,60,Comedy
"It's a Mad, Mad, Mad, Mad World",1963,70,83,"Action & Adventure, Classics, Comedy, Drama"
It's a Very Merry Muppet Christmas Movie,2002,82,51,"Comedy, Kids & Family, Television"
It's a Wonderful Life,1946,94,95,"Classics, Drama, Kids & Family, Science Fiction & Fantasy"
It's All Gone Pete Tong,2004,76,88,"Comedy, Drama"
It's All True,1993,83,68,"Documentary, Special Interest, Television"
It's Always Fair Weather,1955,88,75,"Classics, Comedy, Drama, Musical & Performing Arts"
It's Better to Jump,2013,75,70,"Documentary, Special Interest"
It's Not Yet Dark,2017,95,62,"Art House & International, Documentary"
"It's the Great Pumpkin, Charlie Brown",1966,94,85,"Animation, Kids & Family"
It's the Rage,2000,27,44,"Action & Adventure, Comedy, Drama"
Itsy Bitsy,2019,60,28,"Horror, Mystery & Suspense"
Itzhak,2018,90,84,Documentary
"Ivan the Terrible, Part I (Ivan Grozniy)",1944,100,91,"Art House & International, Classics, Drama, Special Interest"
Ivan's Childhood (Ivanovo detstvo),1962,100,93,"Art House & International, Drama"
I've Loved You So Long,2008,88,85,"Art House & International, Drama, Mystery & Suspense"
Ivory Tower,2014,83,78,Documentary
Ixcanul,2016,97,75,"Art House & International, Drama"
"Ja zuster, nee zuster (Yes Nurse! No Nurse!)",2004,47,75,"Art House & International, Comedy, Drama, Musical & Performing Arts"
Jab Tak Hai Jaan,2012,89,67,"Drama, Romance"
Jabberwocky,1977,50,47,"Action & Adventure, Comedy"
Jack and Diane,2012,12,20,"Comedy, Drama, Horror, Romance"
Jack and Jill,2011,3,36,"Comedy, Romance"
Jack and Jill vs. the World,2008,25,30,"Comedy, Romance"
Jack Brooks: Monster Slayer,2007,61,51,"Action & Adventure, Comedy, Horror"
The Jack Bull,1999,80,73,"Action & Adventure, Western"
Jack Goes Boating,2010,68,48,"Comedy, Romance"
Jack Goes Home,2016,25,31,Mystery & Suspense
Jack Ketchum's The Girl Next Door,2007,67,61,"Drama, Horror"
Jack of the Red Hearts,2015,54,62,Drama
Jack Reacher,2012,64,67,"Drama, Mystery & Suspense"
Jack Ryan: Shadow Recruit,2014,54,53,"Action & Adventure, Drama, Mystery & Suspense"
Jack the Giant Killer,1962,75,61,"Classics, Kids & Family, Science Fiction & Fantasy"
